OID_,Join_Count,TARGET_FID,Unique_ID,Lat,Long,Date,Site_name,Date_1,Sex,L_HW_mm,L_FW_mm,Total_Length_mm,Metathoracic_Femur_Length_mm,F___12,Metathoracic_Femur_Length_mm_1,OBJECTID_1,HUC_8,HUC_10,HUC_12,ACRES,NCONTRB_A,HU_10_GNIS,HU_12_GNIS,HU_10_NAME,HU_10_MOD,HU_10_TYPE,HU_12_DS,HU_12_NAME,HU_12_MOD,HU_12_TYPE,META_ID,STATES,GlobalID,SHAPE_Leng,GAZ_ID
119,1,119,F-59,30.598689000000000,-86.211325000000002,37722,FL: Walton Co.,"Eglin AFB: Blount Mill Creek, Road 208",male,24.05,25.58,40.700000000000003,6.55,NA,,173607,03140102,0314010202,031401020203,15442.492810800000370,0.000000000000000, , ,Alaqua Creek,NM,S,031401020205,Little Alaqua Creek,NM,S,FL01,FL,{F622BDD6-2C5F-49CC-994E-C9BF94592854},0.364227824519000,-448220
120,1,120,F-42,30.600171000000000,-86.416797000000003,37723,FL: Okaloosa Co.,Eglin AFB: Bear Bay Branch (This is actually Little Rocky Creek),female,27.59,29.71,45.460000000000001,7.08,NA,,173616,03140102,0314010205,031401020503,12325.267137700000603,0.000000000000000, , ,Rocky Creek-Choctawhatchee Bay,NM,S,031401020504,Little Rocky Creek,NM,S,FL01,FL,{6E4C885C-B3AF-4D9F-B436-5177DFB8351F},0.361190519155000,-448223
121,1,121,F-43,30.600171000000000,-86.416797000000003,37723,FL: Okaloosa Co.,Eglin AFB: Bear Bay Branch (This is actually Little Rocky Creek),male,25.18,27.25,42.409999999999997,6.73,NA,,173616,03140102,0314010205,031401020503,12325.267137700000603,0.000000000000000, , ,Rocky Creek-Choctawhatchee Bay,NM,S,031401020504,Little Rocky Creek,NM,S,FL01,FL,{6E4C885C-B3AF-4D9F-B436-5177DFB8351F},0.361190519155000,-448223
122,1,122,F-51,30.600171000000000,-86.416797000000003,37723,FL: Okaloosa Co.,Eglin AFB: Bear Bay Branch (This is actually Little Rocky Creek),female,26.5,28.81,44.159999999999997,7.34,NA,,173616,03140102,0314010205,031401020503,12325.267137700000603,0.000000000000000, , ,Rocky Creek-Choctawhatchee Bay,NM,S,031401020504,Little Rocky Creek,NM,S,FL01,FL,{6E4C885C-B3AF-4D9F-B436-5177DFB8351F},0.361190519155000,-448223
123,1,123,F-52,30.600171000000000,-86.416797000000003,37723,FL: Okaloosa Co.,Eglin AFB: Bear Bay Branch (This is actually Little Rocky Creek),male,24.19,25.8,40.039999999999999,6.51,NA,,173616,03140102,0314010205,031401020503,12325.267137700000603,0.000000000000000, , ,Rocky Creek-Choctawhatchee Bay,NM,S,031401020504,Little Rocky Creek,NM,S,FL01,FL,{6E4C885C-B3AF-4D9F-B436-5177DFB8351F},0.361190519155000,-448223
124,1,124,F-39,30.607033999999999,-86.482355999999996,38087,FL: Okaloosa Co.,Eglin AFB: Point Lookout Cr. Hwy 221,male,23.92,25.75,41.270000000000003,6.8,NA,,174582,03140102,0314010206,031401020601,16160.954514700000800,0.000000000000000, , ,Turkey Creek-Choctawhatchee Bay,NM,S,031401020603,Juniper Creek-Lower Turkey Creek,NM,S,FL01,FL,{F87BA862-559D-47EA-96CA-807E178F2206},0.376380595669000,-448454
125,1,125,F-53,30.607033999999999,-86.482355999999996,38087,FL: Okaloosa Co.,Eglin AFB: Point Lookout Cr. At ERR 221,male,25.37,27.15,41.630000000000003,7.04,NA,,174582,03140102,0314010206,031401020601,16160.954514700000800,0.000000000000000, , ,Turkey Creek-Choctawhatchee Bay,NM,S,031401020603,Juniper Creek-Lower Turkey Creek,NM,S,FL01,FL,{F87BA862-559D-47EA-96CA-807E178F2206},0.376380595669000,-448454
126,1,126,M-01,30.893429999999999,-89.016165000000001,39184,MS: Stone Co.,De Soto NF: Bluff Creek at Bluff Creek Road,male,23.54,25.5,40.359999999999999,7.2,NA,,169752,03170007,0317000704,031700070403,23261.897273300000961,0.000000000000000, , ,Bluff Creek-Red Creek,NM,S,031700070404,Clear Creek-Bluff Creek,NM,S,MS01,MS,{D42157E3-1A95-4F83-9E0D-D665027640A7},0.784375620316000,-447814
127,1,127,M-02,30.893429999999999,-89.016165000000001,39184,MS: Stone Co.,De Soto NF: Bluff Creek at Bluff Creek Road,male,23.28,24.95,40.680000000000000,7.06,NA,,169752,03170007,0317000704,031700070403,23261.897273300000961,0.000000000000000, , ,Bluff Creek-Red Creek,NM,S,031700070404,Clear Creek-Bluff Creek,NM,S,MS01,MS,{D42157E3-1A95-4F83-9E0D-D665027640A7},0.784375620316000,-447814
128,1,128,F-75,30.406243000000000,-85.529638000000006,39212,FL: Bay Co.,Moccasin Creek Farm (small creek),male,23.4,25.96,41.450000000000003,7.78,NA,,230470,03140101,0314010102,031401010202,24882.097707600001741,0.000000000000000, , ,Lower Ecofina Creek,NM,S,031401010505,Cat Creek-Ecofina Creek,NM,S,FL01,FL,{4B6D8B1C-5103-4D63-8051-17EBFC3A8542},0.610597511588000,-449492
129,1,129,NA,30.757446000000002,-86.874807000000004,39551,FL: Santa Rosa Co.,Tiny stream in Blackwater River SP; 4 mi N of Harold; the coordinates are approximate,male,22.03,23.47,36.539999999999999,NA,NA,,174657,03140104,0314010403,031401040304,35237.426206399999501,0.000000000000000, , ,Big Juniper Creek,NM,S,031401040503,Lower Big Juniper Creek,NM,S,AL08,FL,{896F719E-7FA9-45A5-AC96-6F4B5928F89A},0.685935325157000,-448516
130,1,130,NA,30.706982000000000,-86.210856000000007,39551,FL: Walton Co.,"Bear Creek @ Hwy 280, Iona",male,24.21,25.61,42.439999999999998,NA,NA,,173598,03140102,0314010202,031401020201,20477.601737400000275,0.000000000000000, , ,Alaqua Creek,NM,S,031401020202,Upper Alaqua Creek,NM,S,FL01,FL,{1FF50D9B-E803-4F20-B436-152CBF656451},0.448902416686000,-448217
131,1,131,NA,30.706982000000000,-86.210856000000007,39551,FL: Walton Co.,"Bear Creek @ Hwy 280, Iona",female,26.39,28.41,45.359999999999999,NA,NA,,173598,03140102,0314010202,031401020201,20477.601737400000275,0.000000000000000, , ,Alaqua Creek,NM,S,031401020202,Upper Alaqua Creek,NM,S,FL01,FL,{1FF50D9B-E803-4F20-B436-152CBF656451},0.448902416686000,-448217
132,1,132,NA,30.706982000000000,-86.210856000000007,39551,FL: Walton Co.,"Bear Creek @ Hwy 280, Iona",male,24.51,26.48,40.399999999999999,NA,NA,,173598,03140102,0314010202,031401020201,20477.601737400000275,0.000000000000000, , ,Alaqua Creek,NM,S,031401020202,Upper Alaqua Creek,NM,S,FL01,FL,{1FF50D9B-E803-4F20-B436-152CBF656451},0.448902416686000,-448217
133,1,133,F-74,30.450489999999999,-85.837540000000004,39925,FL: Washington Co.,Pine Log Creek at metal bridge (Knight Property),male,25.27,26.45,42.500000000000000,7.64,NA,,173856,03140203,0314020310,031402031003,37217.524318099996890,0.000000000000000, , ,Pine Log Creek,NM,S,031402031102,Pine Log Creek,NM,S,FL01,FL,{21C7A87D-41F6-4DBA-BAA3-D2539EFE2D5B},0.842016379276000,-448249
134,1,134,F-76,30.450489999999999,-85.837540000000004,39925,FL: Washington Co.,Pine Log Creek NE of metal bridge (Knight Property),male,25.73,26.18,43.100000000000001,8.06,NA,,173856,03140203,0314020310,031402031003,37217.524318099996890,0.000000000000000, , ,Pine Log Creek,NM,S,031402031102,Pine Log Creek,NM,S,FL01,FL,{21C7A87D-41F6-4DBA-BAA3-D2539EFE2D5B},0.842016379276000,-448249
135,1,135,F-77,30.567081000000002,-85.396471000000005,41014,FL: Bay Co.,Buckhorn Creek at County Line (Rd crossing creek),female,25.07,26.91,40.590000000000003,7.38,NA,,230446,03140101,0314010101,031401010101,21221.611837500000547,0.000000000000000, , ,Upper Ecofina Creek,NM,S,031401010102,Compass Lake,NM,S,FL01,FL,{6C334AFA-45C4-4450-9011-6CA918FEF42B},0.498195031740000,-449468
136,1,136,F-78,30.567081000000002,-85.396471000000005,41014,FL: Bay Co.,Buckhorn Creek at County Line (Rd crossing creek),male,22.55,23.51,35.759999999999998,6.4,NA,,230446,03140101,0314010101,031401010101,21221.611837500000547,0.000000000000000, , ,Upper Ecofina Creek,NM,S,031401010102,Compass Lake,NM,S,FL01,FL,{6C334AFA-45C4-4450-9011-6CA918FEF42B},0.498195031740000,-449468
137,1,137,F-117,30.714200000000002,-86.852249999999998,43554,FL: Santa Rosa Co.,Coon Camp Branch,female,25.84,27.88,39.359999999999999,6.92,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
138,1,138,MMC-02,30.631959999999999,-86.774979999999999,44634,FL: Okaloosa Co.,Milligan Creek - Eglin AFB,male,23.7,24.9,39.899999999999999,7.1,NA,,174634,03140103,0314010308,031401030803,22836.653830300001573,0.000000000000000, , ,Lower Yellow River,NM,S,031401030804,Milligan Creek-Yellow Creek,NM,S,AL08,FL,{D2F8CD58-E700-40CE-B346-D14282C3EC2C},0.496639735838000,-448493
139,1,139,PB-01,30.540894000000002,-87.789871000000005,44688,AL: Baldwin Co.,"Perone Branch, Silverhill",male,23.55,25.67,38.820000000000000,NA,NA,,174734,03160205,0316020502,031602050201,42273.965857900002447,0.000000000000000, , ,Fish River-Frontal Mobile Bay,NM,F,031602050202,Upper Fish River,NM,S,AL08,AL,{D554827E-6416-477B-AC14-92BF4E959C08},0.656087808972000,-448587
140,1,140,PB-02,30.540894000000002,-87.789871000000005,44688,AL: Baldwin Co.,"Perone Branch, Silverhill",female,25.86,27.44,40.880000000000003,NA,NA,,174734,03160205,0316020502,031602050201,42273.965857900002447,0.000000000000000, , ,Fish River-Frontal Mobile Bay,NM,F,031602050202,Upper Fish River,NM,S,AL08,AL,{D554827E-6416-477B-AC14-92BF4E959C08},0.656087808972000,-448587
141,1,141,BC-01,30.515720000000002,-86.859568999999993,44693,FL: Santa Rosa Co.,"Boiling Creek Steephead, Eglin",female,26.23,27.83,42.869999999999997,NA,NA,,174626,03140103,0314010308,031401030805,26024.539767199999915,0.000000000000000, , ,Lower Yellow River,NM,S,031401030806,Boiling Creek,NM,S,AL08,FL,{FA3C9F3B-57CF-4427-98F8-070A1803DEBB},0.594880530853000,-448485
142,1,142,BC-02,30.515720000000002,-86.859568999999993,44693,FL: Santa Rosa Co.,"Boiling Creek Steephead, Eglin",female,27.21,28.97,43.840000000000003,NA,NA,,174626,03140103,0314010308,031401030805,26024.539767199999915,0.000000000000000, , ,Lower Yellow River,NM,S,031401030806,Boiling Creek,NM,S,AL08,FL,{FA3C9F3B-57CF-4427-98F8-070A1803DEBB},0.594880530853000,-448485
143,1,143,PB-03,30.540894000000002,-87.789871000000005,44700,AL: Baldwin Co.,"Perone Branch, Silverhill",male,23.96,25.64,40.380000000000003,NA,NA,,174734,03160205,0316020502,031602050201,42273.965857900002447,0.000000000000000, , ,Fish River-Frontal Mobile Bay,NM,F,031602050202,Upper Fish River,NM,S,AL08,AL,{D554827E-6416-477B-AC14-92BF4E959C08},0.656087808972000,-448587
144,1,144,F-135,30.527003000000001,-86.055300000000003,44999,FL: Walton Co.,Lafayette Creek WMA: Wolf Creek,female,26.38,27.73,43.710000000000001,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
145,1,145,F-136,30.527003000000001,-86.055300000000003,44999,FL: Walton Co.,Lafayette Creek WMA: Wolf Creek,male,23.72,25.05,38.630000000000003,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
146,1,146,F-137,30.527003000000001,-86.055300000000003,44999,FL: Walton Co.,Lafayette Creek WMA: Wolf Creek,female,26.51,27.86,41.920000000000002,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
147,1,147,F-138,30.527003000000001,-86.055300000000003,44999,FL: Walton Co.,Lafayette Creek WMA: Wolf Creek,male,23.92,26.74,38.799999999999997,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
148,1,148,F-139,30.527003000000001,-86.055300000000003,44999,FL: Walton Co.,Lafayette Creek WMA: Wolf Creek,male,23.85,25.24,39.719999999999999,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
149,1,149,NA,30.540894000000002,-87.789871000000005,45039,AL: Baldwin Co.,"Perone Branch, Silverhill",female,24.4,26.72,39.320000000000000,NA,NA,,174734,03160205,0316020502,031602050201,42273.965857900002447,0.000000000000000, , ,Fish River-Frontal Mobile Bay,NM,F,031602050202,Upper Fish River,NM,S,AL08,AL,{D554827E-6416-477B-AC14-92BF4E959C08},0.656087808972000,-448587
150,1,150,NA,30.674645600000002,-86.650757100000007,45041,FL: Okaloosa Co.,"Carr Spring Branch, Eglin AFB",male,23.91,25.38,39.700000000000003,NA,NA,,174637,03140103,0314010308,031401030801,21656.830703399999038,0.000000000000000, , ,Lower Yellow River,NM,S,031401030802,Turkey Gobbler Creek-Yellow River,NM,S,AL08,FL,{366D20E5-F246-408F-8AC2-0A868FF37474},0.515143724220000,-448496
151,1,151,NA,30.674645600000002,-86.650757100000007,45041,FL: Okaloosa Co.,"Carr Spring Branch, Eglin AFB",male,23.57,25.27,37.740000000000002,NA,NA,,174637,03140103,0314010308,031401030801,21656.830703399999038,0.000000000000000, , ,Lower Yellow River,NM,S,031401030802,Turkey Gobbler Creek-Yellow River,NM,S,AL08,FL,{366D20E5-F246-408F-8AC2-0A868FF37474},0.515143724220000,-448496
152,1,152,NA,30.671247999999999,-86.661423999999997,45041,FL: Okaloosa Co.,"Turkey Gobbler Creek, Eglin AFB",female,25.75,27.81,40.899999999999999,NA,NA,,174637,03140103,0314010308,031401030801,21656.830703399999038,0.000000000000000, , ,Lower Yellow River,NM,S,031401030802,Turkey Gobbler Creek-Yellow River,NM,S,AL08,FL,{366D20E5-F246-408F-8AC2-0A868FF37474},0.515143724220000,-448496
153,1,153,NA,30.530266999999998,-86.077772999999993,45042,FL: Walton Co.,Lafayette Creek WMA: Lafayette Creek,female,26.9,29.1,44.250000000000000,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
154,1,154,NA,30.530266999999998,-86.077772999999993,45042,FL: Walton Co.,Lafayette Creek WMA: Lafayette Creek,male,24.9,26.68,38.700000000000003,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
155,1,155,NA,30.530266999999998,-86.077772999999993,45042,FL: Walton Co.,Lafayette Creek WMA: Lafayette Creek,male,24.03,26.33,41.109999999999999,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
156,1,156,NA,30.530266999999998,-86.077772999999993,45042,FL: Walton Co.,Lafayette Creek WMA: Lafayette Creek,male,25.25,26.78,42.090000000000003,NA,NA,,173625,03140102,0314010201,031401020101,17788.679984099999274,0.000000000000000, , ,La Grange Bayou-Bear Creek Frontal,NM,F,031401020102,Magnolia Creek,NM,S,FL01,FL,{8D603343-46AF-4C0C-AE01-C45C4DFAEA8F},0.430335445312000,-448226
157,1,157,NA,30.389544999999998,-85.261120000000005,45047,FL: Calhoun Co.,Juniper Creek @ Youngstown Frink Rd,female,24.16,26.3,39.200000000000003,NA,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
158,1,158,NA,30.389544999999998,-85.261120000000005,45047,FL: Calhoun Co.,Juniper Creek @ Youngstown Frink Rd,male,23.2,24.45,38.700000000000003,NA,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
159,1,159,NA,30.389544999999998,-85.261120000000005,45047,FL: Calhoun Co.,Juniper Creek @ Youngstown Frink Rd,male,23.67,24.51,37.649999999999999,NA,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
160,1,160,NA,30.440882999999999,-84.915777599999998,45054,FL: Liberty Co.,Turkey Creek @ NW Stokes Pl Rd,male,24.85,26.25,40.880000000000003,NA,NA,,230466,03120003,0312000306,031200030605,15912.582169600000270,0.000000000000000, , ,Upper Telogia Creek,NM,S,031200030701,Mill Branch-Telogia Creek,NM,S,FL01,FL,{F5480C6B-040A-49A2-839C-E04B5CB9FEEB},0.415075804377000,-449488
161,1,161,NA,30.440882999999999,-84.915777599999998,45054,FL: Liberty Co.,Turkey Creek @ NW Stokes Pl Rd,male,25.21,26.66,41.310000000000002,NA,NA,,230466,03120003,0312000306,031200030605,15912.582169600000270,0.000000000000000, , ,Upper Telogia Creek,NM,S,031200030701,Mill Branch-Telogia Creek,NM,S,FL01,FL,{F5480C6B-040A-49A2-839C-E04B5CB9FEEB},0.415075804377000,-449488
162,1,162,NA,30.440882999999999,-84.915777599999998,45054,FL: Liberty Co.,Turkey Creek @ NW Stokes Pl Rd,male,25.59,27.67,42.240000000000002,NA,NA,,230466,03120003,0312000306,031200030605,15912.582169600000270,0.000000000000000, , ,Upper Telogia Creek,NM,S,031200030701,Mill Branch-Telogia Creek,NM,S,FL01,FL,{F5480C6B-040A-49A2-839C-E04B5CB9FEEB},0.415075804377000,-449488
163,1,163,NA,30.583428999999999,-84.880913000000007,45054,FL: Gadsden Co.,Crooked Creek at Hwy S-270,female,30,32.1,46.659999999999997,NA,NA,,230441,03130011,0313001102,031300110203,17935.344548500001110,0.000000000000000, , ,Apalachicola River-Spring Branch,NM,S,031300110201,Lower Flat Creek-Apalachicola River,NM,S,FL01,FL,{9817EAB9-7729-46ED-B48E-72CD3BD88453},0.481553649742000,-449463
164,1,164,NA,30.426304999999999,-85.295137999999994,45054,FL: Calhoun Co.,Juniper Creek at Hwy 20,female,24.51,25.59,39.899999999999999,NA,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
165,1,165,F-03,30.790854000000000,-86.792668000000006,no eclosion date,FL: Santa Rosa Co.,Holt Fish Hatchery Middle Creek; nymph collected 03/15/1973,female,23.9,25.23,37.869999999999997,6.57,NA,,174664,03140104,0314010402,031401040203,23052.565763899998274,0.000000000000000, , ,Blackwater River,NM,S,031401040204,Beaver Creek,NM,S,AL08,FL,{1D6645DB-C9DE-4C08-ACC5-A2055621DCD4},0.535525934021000,-448523
166,1,166,F-04,30.790854000000000,-86.792668000000006,no eclosion date,FL: Santa Rosa Co.,Holt Fish Hatchery Middle Creek; nymph collected 03/15/1973,male,24.74,26.47,41.180000000000000,6.77,NA,,174664,03140104,0314010402,031401040203,23052.565763899998274,0.000000000000000, , ,Blackwater River,NM,S,031401040204,Beaver Creek,NM,S,AL08,FL,{1D6645DB-C9DE-4C08-ACC5-A2055621DCD4},0.535525934021000,-448523
